0.678431	 0.356863	 1.000000
0.635686	 0.321176	 0.950196
0.592941	 0.285490	 0.900392
0.550196	 0.249804	 0.850588
0.507451	 0.214118	 0.800784
0.464706	 0.178431	 0.750980
0.421961	 0.142745	 0.701176
0.379216	 0.107059	 0.651373
0.336471	 0.071373	 0.601569
0.293725	 0.035686	 0.551765
0.250980	 0.000000	 0.501961
0.000000	 0.000000	 0.501961
0.000000	 0.041830	 0.543464
0.000000	 0.083660	 0.584967
0.000000	 0.125490	 0.626471
0.000000	 0.167320	 0.667974
0.000000	 0.209150	 0.709477
0.000000	 0.250980	 0.750980
0.000000	 0.292810	 0.792484
0.000000	 0.334641	 0.833987
0.000000	 0.376471	 0.875490
0.000000	 0.418301	 0.916993
0.000000	 0.460131	 0.958497
0.000000	 0.501961	 1.000000
0.501961	 1.000000	 0.501961
0.466106	 0.952941	 0.466106
0.430252	 0.905882	 0.430252
0.394398	 0.858824	 0.394398
0.358543	 0.811765	 0.358543
0.322689	 0.764706	 0.322689
0.286835	 0.717647	 0.286835
0.250980	 0.670588	 0.250980
0.215126	 0.623529	 0.215126
0.179272	 0.576471	 0.179272
0.143417	 0.529412	 0.143417
0.107563	 0.482353	 0.107563
0.071709	 0.435294	 0.071709
0.035854	 0.388235	 0.035854
0.000000	 0.341176	 0.000000
0.435294	 0.435294	 0.000000
0.478733	 0.478733	 0.000000
0.522172	 0.522172	 0.000000
0.565611	 0.565611	 0.000000
0.609050	 0.609050	 0.000000
0.652489	 0.652489	 0.000000
0.695928	 0.695928	 0.000000
0.739367	 0.739367	 0.000000
0.782805	 0.782805	 0.000000
0.826244	 0.826244	 0.000000
0.869683	 0.869683	 0.000000
0.913122	 0.913122	 0.000000
0.956561	 0.956561	 0.000000
1.000000	 1.000000	 0.000000
1.000000	 0.466667	 0.466667
0.953333	 0.420000	 0.420000
0.906667	 0.373333	 0.373333
0.860000	 0.326667	 0.326667
0.813333	 0.280000	 0.280000
0.766667	 0.233333	 0.233333
0.720000	 0.186667	 0.186667
0.673333	 0.140000	 0.140000
0.626667	 0.093333	 0.093333
0.580000	 0.046667	 0.046667
0.533333	 0.000000	 0.000000
