27.000	 40.000	 0.025406
27.000	 40.125	 0.027236
27.000	 40.250	 0.030127
27.000	 40.375	 0.034551
27.000	 40.500	 0.040112
27.000	 40.625	 0.047079
27.000	 40.750	 0.055702
27.000	 40.875	 0.065263
27.000	 41.000	 0.075415
27.000	 41.125	 0.085405
27.000	 41.250	 0.094505
27.000	 41.375	 0.103962
27.000	 41.500	 0.114186
27.000	 41.625	 0.127901
27.000	 41.750	 0.145270
27.000	 41.875	 0.170443
27.000	 42.000	 0.192483
27.000	 42.125	 0.208736
27.000	 42.250	 0.213154
27.000	 42.375	 0.213846
27.000	 42.500	 0.215577
27.000	 42.625	 0.217423
27.000	 42.750	 0.219154
27.000	 42.875	 0.219846
27.000	 43.000	 0.221577
27.000	 43.125	 0.223769
27.000	 43.250	 0.227577
27.000	 43.375	 0.231846
27.000	 43.500	 0.237154
27.000	 43.625	 0.241423
27.000	 43.750	 0.245231
27.000	 43.875	 0.247423
27.000	 44.000	 0.249154
27.000	 44.125	 0.249500
27.000	 44.250	 0.249500
27.000	 44.375	 0.245850
27.000	 44.500	 0.227529
27.000	 44.625	 0.207366
27.000	 44.750	 0.187023
27.000	 44.875	 0.181227
27.000	 45.000	 0.179775
27.000	 45.125	 0.180070
27.000	 45.250	 0.180518
27.000	 45.375	 0.180171
27.000	 45.500	 0.179019
27.000	 45.625	 0.176588
27.000	 45.750	 0.174304
27.000	 45.875	 0.172138
27.000	 46.000	 0.170814
27.000	 46.125	 0.169712
27.000	 46.250	 0.168859
27.000	 46.375	 0.169814
27.000	 46.500	 0.171834
27.000	 46.625	 0.173958
27.000	 46.750	 0.174609
27.000	 46.875	 0.174315
27.000	 47.000	 0.173957
27.125	 40.000	 0.023227
27.125	 40.125	 0.024943
27.125	 40.250	 0.027758
27.125	 40.375	 0.032095
27.125	 40.500	 0.037628
27.125	 40.625	 0.044620
27.125	 40.750	 0.053274
27.125	 40.875	 0.062942
27.125	 41.000	 0.073322
27.125	 41.125	 0.083655
27.125	 41.250	 0.093280
27.125	 41.375	 0.103290
27.125	 41.500	 0.114079
27.125	 41.625	 0.128285
