44.000	 34.000	 NaN
44.000	 34.246	 NaN
44.000	 34.492	 NaN
44.000	 34.738	 NaN
44.000	 34.984	 NaN
44.000	 35.230	 NaN
44.000	 35.475	 NaN
44.000	 35.721	 NaN
44.000	 35.967	 NaN
44.000	 36.213	 NaN
44.000	 36.459	 NaN
44.000	 36.705	 NaN
44.000	 36.951	 NaN
44.000	 37.197	 NaN
44.000	 37.443	 NaN
44.000	 37.689	 NaN
44.000	 37.934	 NaN
44.000	 38.180	 NaN
44.000	 38.426	 NaN
44.000	 38.672	 NaN
44.000	 38.918	 NaN
44.000	 39.164	 NaN
44.000	 39.410	 NaN
44.000	 39.656	 NaN
44.000	 39.902	 NaN
44.000	 40.148	 NaN
44.000	 40.393	 NaN
44.000	 40.639	 NaN
44.000	 40.885	 NaN
44.000	 41.131	 NaN
44.000	 41.377	 NaN
44.000	 41.623	 NaN
44.000	 41.869	 NaN
44.000	 42.115	 NaN
44.000	 42.361	 NaN
44.000	 42.607	 NaN
44.000	 42.852	 NaN
44.000	 43.098	 NaN
44.000	 43.344	 NaN
44.000	 43.590	 NaN
44.000	 43.836	 NaN
44.000	 44.082	 NaN
44.000	 44.328	 NaN
44.000	 44.574	 NaN
44.000	 44.820	 NaN
44.000	 45.066	 NaN
44.000	 45.311	 NaN
44.000	 45.557	 NaN
44.000	 45.803	 NaN
44.000	 46.049	 NaN
44.000	 46.295	 NaN
44.000	 46.541	 NaN
44.000	 46.787	 NaN
44.000	 47.033	 NaN
44.000	 47.279	 NaN
44.000	 47.525	 NaN
44.000	 47.770	 NaN
44.000	 48.016	 NaN
44.000	 48.262	 NaN
44.000	 48.508	 NaN
44.000	 48.754	 NaN
44.250	 34.000	 NaN
44.250	 34.246	 NaN
44.250	 34.492	 NaN
44.250	 34.738	 NaN
44.250	 34.984	 NaN
44.250	 35.230	 NaN
44.250	 35.475	 NaN
44.250	 35.721	 NaN
44.250	 35.967	 NaN
44.250	 36.213	 NaN
44.250	 36.459	 NaN
44.250	 36.705	 NaN
44.250	 36.951	 NaN
44.250	 37.197	 NaN
44.250	 37.443	 NaN
44.250	 37.689	 NaN
44.250	 37.934	 NaN
44.250	 38.180	 NaN
44.250	 38.426	 NaN
44.250	 38.672	 NaN
44.250	 38.918	 NaN
44.250	 39.164	 NaN
44.250	 39.410	 NaN
44.250	 39.656	 NaN
